Auction,Bioshortage,CEPCI,EPC,Invasion,O2eff,Powersurge,Wasu,cAM,cASU,cFR,cbio,celc,cheat,cmea,coc,contingency_clc,contingency_process,contingency_project,crc,cstore,ctrans,cycl,dr,lifetime,operating,ownercost,sek,usd,decision,operating_increase,rate,timing,scenario,policy,model
False,False,705.4295735061816,0.24350848789151636,True,0.9429343347063147,False,892.1790898909835,1.223461936426228,1.3414062100946138,1.1703997864211777,58.38368682989615,51.68004536434562,0.5188565783667228,28.16355511712412,426.7368354917849,0.4294926310343552,0.03776809720187704,0.20054659111325426,57.6087607092316,31.23030346080484,47.90725799864501,1.101482528842137,0.057261279247691685,22,4042.1379464368924,0.16876319355038064,0.09700830013543146,0.9934712318064313,oxy,600,0.9002700417860813,15,50,0,BECCSMalmo
False,True,890.4904250185526,0.1610106194324441,False,0.9123788040760541,False,836.3478013295983,1.8824424982310823,1.4838831313817091,1.3676230752169896,99.32738939860448,23.797267906604898,0.7471766505684984,34.10368744289259,430.64176869173906,0.4824845657762955,0.058113599870809704,0.16607060475188118,233.13778064817512,31.070833106517043,46.79157533373815,1.5086465401005182,0.083790863848586,28,4403.02304953393,0.15922784054330136,0.08821541795711721,0.9532951708192622,oxy,600,0.9002700417860813,15,51,0,BECCSMalmo
True,True,774.5347271002447,0.17391160719242876,False,0.9445106996931447,False,886.8225033655914,1.0421794792588737,1.5862030644496763,1.185605440384202,33.59011471231219,107.9228748238381,0.5053456131543104,31.627232073336764,544.0153651075495,0.33628054255371415,0.03529318822576469,0.15157173031266669,81.1319097790853,15.284087058040525,72.22352474479553,1.82189886478726,0.09277988005701858,23,4987.454563063963,0.19738687529733148,0.09116913921976103,0.9505835336521342,oxy,600,0.9002700417860813,15,52,0,BECCSMalmo
True,False,787.0659282781452,0.24912935987472445,False,0.9276445710447704,True,846.3684388927994,1.298621458498769,1.023881422253548,1.2536475479765854,83.67685430753656,10.60406673936281,0.5719935841490242,25.935139017167945,542.0042561903356,0.43579768661655827,0.04263918599240786,0.22170008204926145,108.36812615074587,30.865601874783906,71.11561662947679,1.2400867318878857,0.05238086181136088,25,4360.265287721631,0.24384885617236227,0.08025414383705709,0.9732035784336062,oxy,600,0.9002700417860813,15,53,0,BECCSMalmo
False,True,872.8851004822623,0.24627878009170345,True,0.9302386651404086,False,807.0336884909095,1.4011066803240946,1.207531698510565,1.5420024949538245,53.301592391441474,13.8871972242714,0.6299210579097837,31.517926903762625,559.8746592611872,0.3200706681093709,0.04505593161863179,0.21792390333377015,196.16609688613406,25.80348930320399,48.13000662702831,1.714590124048992,0.056699525170798695,26,4022.8514201968583,0.1542335974288899,0.08214120323323333,0.9510490943081427,oxy,600,0.9002700417860813,15,54,0,BECCSMalmo
True,True,768.5216071357145,0.17798380797330132,False,0.8547409137175751,True,889.7637786433406,1.7270689905772565,1.4489508901250114,1.5182868441163535,79.42163000724821,35.5819711182824,0.5136575209808047,31.102577697828075,414.8128662588654,0.4808677010239579,0.06839550517851098,0.1932818962569005,92.3104889801003,18.197970626446732,44.91205645318454,1.811714727201141,0.09135495765123762,29,4175.6682420024545,0.20189777939251952,0.08858613294395731,0.9110296126722506,oxy,600,0.9002700417860813,15,55,0,BECCSMalmo
True,True,800.2783960924683,0.18073961064288746,False,0.9102650025254848,True,810.7585987506426,1.894604362083948,1.4224219336419195,1.7525719024394153,24.777174496101413,74.13125693662333,0.642251600707207,26.538046737885438,408.1155654960121,0.32251717918898387,0.052744153952178505,0.19120526821647496,176.1403821439979,30.420038850481774,56.6514806691624,1.0963748998937015,0.09246433213418351,20,4838.796309462271,0.24213063433407148,0.0839015999206273,0.9394711996531611,oxy,600,0.9002700417860813,15,56,0,BECCSMalmo
True,False,850.9905387715653,0.20538430270167515,True,0.9485527482561599,False,861.3411525438676,1.351374712666225,1.0052939806803458,1.7004536111523754,62.50241186897198,93.84888979048452,0.8846138869441571,31.98941771305951,423.29188541383616,0.3621258022185417,0.06109800401213453,0.24508255609013796,243.27479665626242,22.9815885854338,70.0830411161098,1.792512035612591,0.06986700841310091,22,4617.775603104266,0.22862747889241955,0.09099244974835453,0.9520865945862748,oxy,600,0.9002700417860813,15,57,0,BECCSMalmo
False,False,808.3808790712599,0.2447493635710866,True,0.9325717139479309,True,832.9474245393344,1.6122557133960642,1.3622619164102023,1.7703523846857534,71.26028964141663,60.92047287540245,0.758560685315528,25.781092014926127,524.3939669173787,0.4852270385247375,0.039214163277813685,0.18712488798443622,188.54486271735865,28.969283643391176,45.79509817630751,1.977416816960501,0.08090609381498186,27,4817.704387734609,0.20830521330345775,0.08376826766936639,0.9137707892448749,oxy,600,0.9002700417860813,15,58,0,BECCSMalmo
True,True,778.0163515506774,0.1871441832611493,True,0.9294674324847675,True,834.1567091066767,1.9826582312148484,1.1249165094854652,1.4268264570096585,28.96745088650787,33.70752578337594,0.9053129709567895,32.98578417182357,567.1867287109056,0.4525843668039094,0.0419041462265429,0.2326691699040367,101.21624436113996,22.448046085945972,66.23353042152402,1.5200016981637892,0.05514141433300851,26,4018.443235268373,0.15589705523304728,0.08624270119215167,0.9564009620792975,oxy,600,0.9002700417860813,15,59,0,BECCSMalmo
False,False,867.1449008178615,0.22911589236772215,False,0.8936366916194548,True,828.6256204322291,1.415552828444255,1.5462016423013825,1.5338946928644321,73.25531215813466,118.35930111534105,0.6011489201609667,30.11820877109148,517.334199660836,0.3121191951955732,0.05373668863256641,0.19982844166835176,75.12084540649775,33.292025749734606,79.26174098676299,1.301907587713994,0.06027749453206161,25,4763.9535931810615,0.23562899382321845,0.09622743946154481,0.936595407204294,oxy,600,0.9002700417860813,15,60,0,BECCSMalmo
False,False,836.9537945629421,0.1591066807566629,False,0.9168978910706664,False,874.1001081089439,1.1503378982958496,1.759265085281041,1.0979279639709514,63.50190117874167,100.85624473555728,0.7653536556946299,27.8798756648766,461.939578453509,0.3103583509357355,0.03576110747191837,0.18256811096949543,218.46022565442473,34.34850522250561,44.71929751862454,1.3455910162028222,0.06364890648812771,29,4570.677072822333,0.2170010306916679,0.09125065277855383,0.9212131388364728,oxy,600,0.9002700417860813,15,61,0,BECCSMalmo
False,False,889.972588632619,0.17169555900623948,True,0.8779052733232032,False,859.1990942947011,1.2046033167467163,1.5344132470670828,1.783132919434919,20.148347086033237,98.83257554827766,0.7769509862222417,27.34756657071093,407.5319086769613,0.43043945230093705,0.03307578703504752,0.23877263222510697,222.62557232438175,29.470722085127576,41.55838085850494,1.2093250833991271,0.08400749208757925,22,4489.242633076705,0.16748099029020647,0.0870575356928279,0.9373225836108747,oxy,600,0.9002700417860813,15,62,0,BECCSMalmo
True,False,832.5515138749324,0.19903037650147143,False,0.9314764851915752,True,843.0221194173239,1.0857853755112414,1.0120996995749163,1.6311774228718283,47.223464074778384,37.70982519514891,0.7031668632502791,33.401907325277136,455.43921267524155,0.3065239738742276,0.04953955035912451,0.2208532199567127,105.20245590886282,31.983662641362855,57.24839354181582,1.2879331189240824,0.061127188454421624,24,4737.178629295793,0.16372716964508743,0.08278563249871536,0.9224443770960471,oxy,600,0.9002700417860813,15,63,0,BECCSMalmo
False,True,810.4653262834368,0.2339650446989292,False,0.8693162250828463,False,822.7208015736077,1.1853045559392816,1.529096047228975,1.7362855933842862,65.71228137615056,26.880879209735554,0.7080860902962195,27.444219904754476,527.1117986501658,0.44607492165825174,0.06439954393588798,0.16179424600196413,240.36492410857753,25.161749903741647,71.59538772224639,1.0356519468121448,0.08724165483362299,25,4227.977678204006,0.18905849880376258,0.09252381514869032,0.942087075993555,oxy,600,0.9002700417860813,15,64,0,BECCSMalmo
False,False,718.1931828753643,0.20189358732299306,False,0.8619769405130793,True,856.3571136826173,1.0711256913401401,1.3589270903810815,1.2008096144400013,92.4939509847392,20.918427132943833,0.940239573932398,28.01289468097206,428.86670116731113,0.47583064249251816,0.0578990314953482,0.16818592463022888,50.74728660388187,22.19235024820005,69.59880071087454,1.1546915221268987,0.07624215696590925,28,4742.560430616431,0.1535995201418584,0.08892953161705944,0.9048256436032878,oxy,600,0.9002700417860813,15,65,0,BECCSMalmo
False,False,757.3973460463952,0.16618073203005954,True,0.879057504369798,False,864.9636525777529,1.8122141391796491,1.3828172684488553,1.1680506610259969,95.86339825662711,99.86746328307359,0.5561963784306019,32.89313588047422,501.0245996277773,0.43801535314103235,0.0679254744197377,0.19032087982674423,54.11688585952016,20.06742263302078,69.66786138108695,1.4912840089426291,0.08768312889543725,21,4493.005225034051,0.23038038160400437,0.09475391535517189,0.9551823414552537,oxy,600,0.9002700417860813,15,66,0,BECCSMalmo
False,True,712.1797676255542,0.23657122893454086,False,0.9069287990170841,False,897.1241636652109,1.2306937401059563,1.2877372592921446,1.626691830598363,84.67365185854418,114.1287131219332,0.6329544645820845,27.151050954279953,580.710724795021,0.3480437555014833,0.03438833579568964,0.1865467817878432,124.84068907247965,18.771349529854167,53.22405261347838,1.8587548493212425,0.06640731234549928,29,4802.0241267737365,0.24122843202981908,0.0886975267113245,0.9404918920978972,oxy,600,0.9002700417860813,15,67,0,BECCSMalmo
False,True,838.4943279260409,0.1790105872044638,True,0.9037999384760249,True,848.9477483570761,1.9949194365192222,1.4322685012088208,1.3364089481113508,68.79485714584024,66.09483964984271,0.9243364288514528,32.06034845501708,573.8272388123999,0.4410772972551751,0.054514210601562405,0.1885603622879036,159.66660599136023,19.192921089855158,60.23768612834474,1.0000750695456007,0.070945803674546,27,4428.688982778344,0.2161787817013393,0.09423545623736254,0.9607344993724577,oxy,600,0.9002700417860813,15,68,0,BECCSMalmo
True,False,726.8139666505269,0.2031204132134628,False,0.8550318192689561,True,823.1153426814697,1.3909469975275313,1.374674317297155,1.4070514025873975,70.89818947397771,55.89524520531721,0.5331451755629244,26.133936229932925,591.7213384467127,0.3749097035450484,0.05547738022414853,0.20708711291613954,168.7600080269018,16.30841153115492,60.57156796546917,1.0743987684415772,0.08194244374872783,20,4188.65148810768,0.221123332446747,0.08809416715057236,0.9714463876230477,oxy,600,0.9002700417860813,15,69,0,BECCSMalmo
True,True,732.6681669580477,0.20238410278218694,True,0.907717909982132,False,883.4882029843099,1.0276864458656227,1.8360016963545573,1.118615899166573,52.65958195983609,117.1270493451178,0.7720057040152228,33.25134438217417,569.05426076673,0.41844379507168356,0.04906007718076366,0.16704835347840627,226.9038926667561,17.47134649632844,61.33810018043397,1.9907991601101593,0.08901466147511286,26,4547.5543322223075,0.1982076687566643,0.09339895678134622,0.9798860282265552,oxy,600,0.9002700417860813,15,70,0,BECCSMalmo
True,False,859.4081434362721,0.1631836289203501,False,0.921203895627371,False,840.3032888987782,1.0635386310258763,1.32644315197702,1.7906716420020694,36.50834716394485,25.702403991360768,0.6154454852672705,28.81590512677082,546.7878898869303,0.41111279070739104,0.036961569296074394,0.16270271975153064,178.98841555831788,19.429243176537202,42.76408147726915,1.5177020783842252,0.05345697587335915,26,4242.789867201477,0.16547487932321694,0.09148766097067097,0.9818195194447285,oxy,600,0.9002700417860813,15,71,0,BECCSMalmo
True,False,737.8034445236372,0.1567550301060415,True,0.9007346287564735,False,870.4375449736683,1.8742719824201424,1.5097367950190133,1.2671581148158755,33.75483742049615,22.374274174578538,0.920077656667126,32.16004688484147,443.6703088983749,0.4432566938683052,0.06992049066588774,0.2160358932683673,198.00541043169767,15.604266822739795,60.862862615919255,1.8775558563560188,0.06907130704540482,27,4106.178554629144,0.18295556321610096,0.09550116316731654,0.9958019797459687,oxy,600,0.9002700417860813,15,72,0,BECCSMalmo
True,False,776.0631522982081,0.1510379266316884,False,0.924082952646154,True,851.3077611173268,1.1794033344917563,1.9625576444463686,1.6473330921793954,37.08522187972856,22.046270108608457,0.607645488740775,28.917242800824724,589.7184415548245,0.3012487010227742,0.06933742425032371,0.20334844438406635,84.68942595797498,17.24322098575798,55.39878644029301,1.3164154952382359,0.09172339769611888,24,4783.561141303174,0.24063499762149004,0.08195831739155154,0.9384747936914429,oxy,600,0.9002700417860813,15,73,0,BECCSMalmo
False,False,807.2921167652119,0.24124383883092249,False,0.8826914338537296,True,838.9417517566694,1.9624903175398656,1.9136411888871665,1.2810466730243548,94.00713961432159,18.638320238001526,0.9470118606085021,26.79399343085694,503.80237855959024,0.3034621018743815,0.04228391343539001,0.23681667037799806,52.749408192019786,21.259069347763372,53.885802030974006,1.359521348623949,0.09382697164473691,27,4075.187067182584,0.1697909971771452,0.09896687874425138,0.9593755374083314,oxy,600,0.9002700417860813,15,74,0,BECCSMalmo
True,False,856.9881054981474,0.1548905546988115,True,0.8710754875469502,True,831.5144520921291,1.3441001997379318,1.9023338651691213,1.4558543390353345,98.95095923014698,107.8705479295409,0.5528484413813236,33.94457193900024,531.242183119397,0.46780899874933407,0.05566368449021423,0.20481097423759714,83.35642069741627,24.635562839955035,52.268383376228805,1.6979740542802033,0.08634562266677645,28,4384.08826518227,0.19294738937119232,0.09695342563584147,0.9281770353673051,oxy,600,0.9002700417860813,15,75,0,BECCSMalmo
True,True,703.0403738926067,0.2170302937816603,False,0.8581544954331923,True,873.1152786227456,1.6091481612536294,1.0311130036149432,1.5627195688101883,75.26332053792892,73.31662965975886,0.6714772226849772,25.41323981588611,594.8910067208162,0.3802104179111684,0.048670954558955495,0.23392693336318104,210.69298418702908,32.35341263270324,76.85404339693122,1.5354017365060857,0.08473423971469266,25,4898.677044503415,0.1815711379410036,0.09914188792967901,0.9656443856569555,oxy,600,0.9002700417860813,15,76,0,BECCSMalmo
True,True,755.3806384208469,0.15847977401609314,False,0.8536816282993892,False,805.9385248507432,1.6412031652061003,1.2275725767405632,1.6965944948063478,93.48617028162076,63.50352955844871,0.8576974028319366,29.14571107991722,540.3644151926535,0.4551008111214878,0.051771806871139976,0.150020517378845,70.49110165316594,18.584874566617003,40.01213434902743,1.3227417592796409,0.06411874082445682,29,4627.667407712114,0.18402999721339736,0.08520033387351633,0.9322802240559268,oxy,600,0.9002700417860813,15,77,0,BECCSMalmo
True,False,724.6300510101242,0.24704850445396742,False,0.888917932302979,True,862.132247190845,1.7535357966139244,1.5176031465243787,1.9199754778306977,21.14176166022254,110.81725436624987,0.8785352070858139,26.09375704878758,496.409905734743,0.4071815099320122,0.04807204469926224,0.24398043353756235,166.35597148106302,25.564272824056605,50.033464734811474,1.4317397773775298,0.062496007284919705,20,4094.868293802362,0.19928237819249217,0.09790399624736634,0.9857777357927208,oxy,600,0.9002700417860813,15,78,0,BECCSMalmo
False,False,828.3534333606133,0.16550681638269532,False,0.9045422974165966,False,865.7736476729846,1.2113792847971911,1.0595611146996857,1.6862843950847672,90.83466182005742,109.7025305158778,0.6840366640087624,29.63894195325171,412.49892594191044,0.4059852328296055,0.06494437024676228,0.2054825180726996,149.3087937934543,23.931336252554317,62.64738773121595,1.9847174883260654,0.09572343706049329,30,4969.845194935784,0.22027452263468894,0.097520764512508,0.9254525823822306,oxy,600,0.9002700417860813,15,79,0,BECCSMalmo
False,True,863.8757025259999,0.24594939894479415,False,0.8525579297308571,True,898.5578063093478,1.699695921988786,1.8810667336109121,1.228084911751571,29.798083778264115,19.416918356161712,0.6621723066150746,26.972064400049987,445.5402627134901,0.3996190890267741,0.053154075174906446,0.15221413699015174,116.7601899838698,29.966108657786442,52.46012998960232,1.4754973911657001,0.07811330714735672,27,4676.867490263958,0.17601023701280955,0.08237504115021409,0.9277479748243443,oxy,600,0.9002700417860813,15,80,0,BECCSMalmo
True,True,804.4129331444386,0.2060708761512324,True,0.9370232239558889,False,857.9216901298427,1.9356115929556577,1.419319867173274,1.6582272426107751,40.265101807386834,37.3711406280645,0.8051530403725713,29.21094768823693,433.5709719779596,0.3286466261086871,0.06752008411268406,0.24725165051797288,190.74891620972966,26.14292688622742,45.34169142992223,1.4425988052777035,0.09776424636763242,28,4294.340739296047,0.19590718174732444,0.09201117378616464,0.9104324796372042,oxy,600,0.9002700417860813,15,81,0,BECCSMalmo
False,True,788.0118528795792,0.22771498701735962,False,0.8952130912872727,False,813.9910760832191,1.517254676741123,1.2342116770864497,1.1020683056015614,51.56877578866033,82.84732162436829,0.8703944841201918,31.369905429124607,513.856574015287,0.45624507465174735,0.04399714512157082,0.1838681364782521,209.58401312535574,32.50226055485618,72.7772491512234,1.5981073023703227,0.06268982022670347,21,4852.0796457097085,0.20782107144947018,0.08453953576367555,0.9491387497131943,oxy,600,0.9002700417860813,15,82,0,BECCSMalmo
True,True,852.7316079166274,0.19653919491080793,True,0.9192882366018508,True,804.4412271898751,1.9718779445399734,1.7614781792674166,1.3748362832848575,74.17256845651312,28.286340443444193,0.509181134817332,25.31966591468816,451.64282864578877,0.38648167170102976,0.0381986708987891,0.21520865801580358,137.00503608370306,26.506568261428107,63.53063771294652,1.1881959518554825,0.08036959788933032,24,4865.70485266551,0.16080746552895367,0.09594045962868139,0.9013882696827746,oxy,600,0.9002700417860813,15,83,0,BECCSMalmo
False,False,772.4276280599976,0.22317724287461835,True,0.864442262992354,False,881.451849231498,1.1097246160520378,1.9354459441618586,1.397846283834416,21.90277622180165,60.02374363349009,0.8664280138371079,25.036986740193576,400.7021838964887,0.3240501818295648,0.04736649316078629,0.16016660862260734,59.16416854721379,28.308892369311476,73.50793160979848,1.8867333904470065,0.07453296937046991,22,4588.403481667026,0.15708793005773383,0.09066193987884624,0.9140783959672091,oxy,600,0.9002700417860813,15,84,0,BECCSMalmo
False,False,735.1158663511071,0.1753165110876003,False,0.8966937401318432,True,868.2220627484246,1.2706899871081876,1.6486117266183178,1.8430666917177678,78.47658764462197,41.66424288507843,0.69194912318462,31.29168684307211,592.444561061503,0.47367895467464594,0.033398895342596144,0.23528295899709328,90.05987695353896,23.34580594231111,56.85755852003587,1.8644671424170551,0.064611939715552,26,4933.218981760996,0.23400459115697436,0.09965824468814853,0.9875272460678864,oxy,600,0.9002700417860813,15,85,0,BECCSMalmo
True,False,740.3000382826723,0.24000100883873582,True,0.9400697679477483,True,849.8229178457791,1.8069949981350242,1.6829666922913944,1.4177091288117136,83.12406530038163,58.53959329058068,0.6605294283627596,30.588518949436317,507.10531498884467,0.48791002084024104,0.03732219684619775,0.20970498335840793,132.25543983656672,21.005414800161287,65.46119976599512,1.7537184137367356,0.07562105607131515,27,4158.997577936422,0.24649022229642917,0.09539015996088437,0.9128963282604682,oxy,600,0.9002700417860813,15,86,0,BECCSMalmo
True,False,700.9493282837474,0.2309598896885116,False,0.9110424320004288,False,887.222215030484,1.497995987355824,1.7190113000128475,1.24783324576718,59.64989714695234,24.82733008783505,0.7931382790156701,34.37666410350528,492.30078234267194,0.3189505556608153,0.038432870127876384,0.24043344478252457,228.3268633150398,33.40103530935855,77.95356452047763,1.575964588159354,0.05875817504015533,26,4477.7315565169865,0.18678631736642387,0.08330104357295763,0.9985203358358984,oxy,600,0.9002700417860813,15,87,0,BECCSMalmo
True,True,826.1105240785706,0.17816792994511485,True,0.9461936400107747,True,800.8413738332642,1.4619103210261843,1.333460720349044,1.2127326538265275,34.57114797799758,115.91821456925162,0.7353927701338115,29.37782841325986,485.530253591839,0.4585519005734221,0.056122371719892726,0.17714222204791488,175.78168916132375,31.55528339961506,61.875713234050295,1.2247254532417304,0.07502874078479131,23,4006.5342814152996,0.2054975166919679,0.09850067091136684,0.9840528941545067,oxy,600,0.9002700417860813,15,88,0,BECCSMalmo
True,False,898.4948450529894,0.2134888538234474,True,0.8678115702240352,True,809.4012286238185,1.129672015314913,1.0455873858767197,1.024754046815587,50.29084050049952,80.98837387124213,0.8251782615542218,32.75733890397252,556.2819585934027,0.46572776215664885,0.05122450342527964,0.15734067027913212,213.97901732692748,22.24486614443127,72.97844627345783,1.8096664686234674,0.086903670299486,30,4148.605197848799,0.24714911984753044,0.08927542739309753,0.983123329726702,oxy,600,0.9002700417860813,15,89,0,BECCSMalmo
True,True,771.5225216650623,0.20776055353016798,False,0.8911837842072352,False,880.7256815704824,1.958042473631152,1.923989914808085,1.9275059284009974,60.9360098523484,102.14317580300401,0.6486708878474995,33.78656416669864,577.8153560925798,0.3418288404321925,0.04993487056874281,0.22988090444847334,151.80477457891843,21.860503791190347,48.86846366733445,1.843946299892256,0.060615342310113944,21,4557.645609228202,0.17436666692984207,0.08064033284978099,0.9943874182665893,oxy,600,0.9002700417860813,15,90,0,BECCSMalmo
True,True,782.3358226857545,0.21907864405739613,True,0.9170612443844771,False,827.0706575611886,1.4266080082790773,1.7295053703540324,1.309256707566333,64.60016653110029,40.66445613609797,0.7992391661097615,30.40296896000196,467.11701997473074,0.4170995822404524,0.032598062718339406,0.24643745984861165,163.7419045488455,19.63238657632298,42.37035005017519,1.6649739884584418,0.06816094495460737,30,4121.016045985085,0.22215746188773014,0.09937568253045005,0.9330279953593715,oxy,600,0.9002700417860813,15,91,0,BECCSMalmo
True,False,715.6815465960547,0.19564327547746915,True,0.9051593577847367,True,850.8559359287314,1.7779258600646601,1.6704985801895322,1.0504145550774802,59.04767508897452,30.877874261435938,0.723492785350201,27.271416918662595,565.2522756793462,0.308133752467179,0.05677903991208032,0.17578128254762904,234.71407686274122,34.559777689000285,50.417722488619965,1.01613515251093,0.09456948764695561,21,4115.747273619901,0.1882909933018096,0.08480663741706494,0.9062828737607324,oxy,600,0.9002700417860813,15,92,0,BECCSMalmo
False,False,864.7780263311333,0.2119254230968012,False,0.9085407038379404,False,876.658580072986,1.4853769074284509,1.6339723442441025,1.1456223655768831,43.693817697779515,51.980049187825415,0.8209723531145301,26.223993648599908,457.1668552013715,0.37143609862599763,0.06129038774141669,0.1859660424083023,164.39415972382412,27.21432940492125,79.16275579988864,1.562658477612062,0.05270027737821687,30,4201.969834442464,0.17012252649160522,0.08281942367548228,0.9034823311694173,oxy,600,0.9002700417860813,15,93,0,BECCSMalmo
True,False,868.982225928935,0.2371795433667001,True,0.9209273433081757,True,875.1702637132805,1.6690141880682992,1.959581432144568,1.9600540872431784,80.25375524097231,104.76615803237978,0.677122077477221,29.510829065759925,483.9764079503809,0.46347480110213424,0.0690949857915551,0.19670316355760611,67.6376965642248,30.67180848441899,51.702400122904535,1.838813775595617,0.05823724019880094,24,4355.328996998146,0.23234751794188452,0.09805471199134747,0.9884716598648411,oxy,600,0.9002700417860813,15,94,0,BECCSMalmo
False,True,767.6970798241293,0.23811412905561807,True,0.87652424490537,True,833.9986068976136,1.7938447390495447,1.819138937787236,1.7484924623189244,39.19991849145408,96.29204147243613,0.7149855427418867,30.291334644080926,579.4406005432378,0.36404491079564777,0.06203934001448136,0.17840582274418326,65.48294986967272,17.81356264014185,42.92706348027912,1.628529272318663,0.09072028302507337,29,4927.027686801684,0.1751421861758869,0.09184513505119075,0.9708519014352102,oxy,600,0.9002700417860813,15,95,0,BECCSMalmo
